po_number,supplier_id,supplier_name,part_number,expected_date,received_date,qty_ordered,qty_received,inbound_lead_time_days,discrepancy_qty,warehouse_id
PO11511,SUP-001,Supplier A,BR-2208,17-03-2025,20-03-2025,74,71,3,3,WH-03
PO11512,SUP-001,Supplier A,CL-7781,20-10-2025,23-10-2025,220,219,3,1,WH-01
PO11513,SUP-002,Supplier B,ZX-9910,20-08-2025,30-08-2025,110,86,10,24,WH-01
PO11514,SUP-003,Supplier C,AX-4312,16-12-2024,20-12-2024,97,79,4,18,WH-01
PO11515,SUP-001,Supplier A,AX-4312,22-02-2025,01-03-2025,188,155,7,33,WH-01
PO11516,SUP-003,Supplier C,AX-4312,04-12-2025,11-12-2025,77,73,7,4,WH-01
PO11517,SUP-002,Supplier B,BR-2208,11-01-2025,22-01-2025,100,80,11,20,WH-03
PO11518,SUP-003,Supplier C,AX-4312,09-10-2025,11-10-2025,295,276,2,19,WH-01
PO11519,SUP-002,Supplier B,CL-7781,25-05-2024,31-05-2024,63,53,6,10,WH-01
PO11520,SUP-001,Supplier A,MN-5544,25-01-2026,05-02-2026,238,221,11,17,WH-01
PO11521,SUP-001,Supplier A,CL-7781,04-07-2024,15-07-2024,104,87,11,17,WH-01
PO11522,SUP-003,Supplier C,CL-7781,05-08-2025,13-08-2025,124,104,8,20,WH-01
PO11523,SUP-002,Supplier B,BR-2208,10-09-2025,15-09-2025,392,368,5,24,WH-03
PO11524,SUP-002,Supplier B,AX-4312,15-08-2024,24-08-2024,231,222,9,9,WH-01
PO11525,SUP-001,Supplier A,ZX-9910,25-11-2025,01-12-2025,388,388,6,0,WH-01
PO11526,SUP-001,Supplier A,MN-5544,30-08-2024,06-09-2024,309,309,7,0,WH-01
PO11527,SUP-003,Supplier C,CL-7781,21-05-2024,29-05-2024,263,247,8,16,WH-01
PO11528,SUP-002,Supplier B,CL-7781,05-07-2025,07-07-2025,161,129,2,32,WH-01
PO11529,SUP-001,Supplier A,AX-4312,10-03-2025,17-03-2025,108,94,7,14,WH-01
PO11530,SUP-001,Supplier A,MN-5544,18-05-2025,26-05-2025,167,148,8,19,WH-01
PO11531,SUP-001,Supplier A,ZX-9910,12-05-2025,18-05-2025,180,153,6,27,WH-01
PO11532,SUP-002,Supplier B,MN-5544,26-10-2024,03-11-2024,139,110,8,29,WH-01
PO11533,SUP-001,Supplier A,AX-4312,20-07-2024,22-07-2024,342,305,2,37,WH-01
PO11534,SUP-003,Supplier C,MN-5544,11-01-2025,13-01-2025,341,316,2,25,WH-01
PO11535,SUP-001,Supplier A,CL-7781,27-08-2025,07-09-2025,348,327,11,21,WH-01
PO11536,SUP-003,Supplier C,BR-2208,15-11-2025,19-11-2025,57,29,4,28,WH-03
PO11537,SUP-001,Supplier A,ZX-9910,30-09-2024,08-10-2024,258,239,8,19,WH-01
PO11538,SUP-002,Supplier B,MN-5544,07-03-2025,11-03-2025,193,187,4,6,WH-01
PO11539,SUP-003,Supplier C,ZX-9910,12-06-2024,23-06-2024,288,262,11,26,WH-01
PO11540,SUP-002,Supplier B,ZX-9910,23-12-2025,28-12-2025,264,241,5,23,WH-01
PO11541,SUP-002,Supplier B,MN-5544,18-07-2024,27-07-2024,228,209,9,19,WH-01
PO11542,SUP-001,Supplier A,MN-5544,20-01-2026,25-01-2026,283,267,5,16,WH-01
PO11543,SUP-003,Supplier C,AX-4312,24-09-2024,01-10-2024,362,355,7,7,WH-01
PO11544,SUP-003,Supplier C,MN-5544,16-08-2024,21-08-2024,271,252,5,19,WH-01
PO11545,SUP-002,Supplier B,MN-5544,28-04-2024,05-05-2024,358,347,7,11,WH-01
PO11546,SUP-003,Supplier C,AX-4312,27-11-2024,28-11-2024,322,293,1,29,WH-01
PO11547,SUP-001,Supplier A,ZX-9910,27-12-2024,30-12-2024,60,27,3,33,WH-01
PO11548,SUP-001,Supplier A,BR-2208,05-10-2024,07-10-2024,120,87,2,33,WH-03
PO11549,SUP-003,Supplier C,CL-7781,07-01-2026,18-01-2026,325,288,11,37,WH-01
PO11550,SUP-002,Supplier B,MN-5544,28-08-2025,05-09-2025,101,87,8,14,WH-01
PO11551,SUP-002,Supplier B,ZX-9910,05-11-2025,10-11-2025,133,131,5,2,WH-01
PO11552,SUP-003,Supplier C,BR-2208,19-11-2025,24-11-2025,175,136,5,39,WH-03
PO11553,SUP-001,Supplier A,CL-7781,31-05-2024,08-06-2024,345,323,8,22,WH-01
PO11554,SUP-003,Supplier C,ZX-9910,07-01-2026,15-01-2026,159,152,8,7,WH-01
PO11555,SUP-002,Supplier B,ZX-9910,07-06-2025,15-06-2025,109,100,8,9,WH-01
PO11556,SUP-003,Supplier C,BR-2208,29-06-2024,06-07-2024,77,42,7,35,WH-03
PO11557,SUP-001,Supplier A,CL-7781,08-01-2026,12-01-2026,150,125,4,25,WH-01
PO11558,SUP-002,Supplier B,ZX-9910,20-01-2025,26-01-2025,53,23,6,30,WH-01
PO11559,SUP-001,Supplier A,BR-2208,24-08-2024,26-08-2024,215,192,2,23,WH-03
PO11560,SUP-002,Supplier B,AX-4312,06-10-2025,14-10-2025,327,326,8,1,WH-01
PO11561,SUP-002,Supplier B,AX-4312,12-10-2025,19-10-2025,60,33,7,27,WH-01
PO11562,SUP-001,Supplier A,AX-4312,19-02-2026,24-02-2026,241,204,5,37,WH-01
PO11563,SUP-002,Supplier B,BR-2208,19-06-2025,29-06-2025,177,154,10,23,WH-03
PO11564,SUP-003,Supplier C,MN-5544,17-10-2025,20-10-2025,161,139,3,22,WH-01
PO11565,SUP-001,Supplier A,ZX-9910,28-12-2024,29-12-2024,114,84,1,30,WH-01
PO11566,SUP-001,Supplier A,AX-4312,07-01-2026,17-01-2026,362,329,10,33,WH-01
PO11567,SUP-003,Supplier C,ZX-9910,18-10-2024,27-10-2024,327,315,9,12,WH-01
PO11568,SUP-003,Supplier C,ZX-9910,02-05-2024,11-05-2024,225,208,9,17,WH-01
PO11569,SUP-001,Supplier A,MN-5544,18-09-2024,21-09-2024,155,141,3,14,WH-01
PO11570,SUP-002,Supplier B,AX-4312,05-11-2024,12-11-2024,216,204,7,12,WH-01
PO11571,SUP-001,Supplier A,AX-4312,21-07-2025,22-07-2025,81,73,1,8,WH-01
PO11572,SUP-001,Supplier A,BR-2208,19-04-2025,27-04-2025,197,172,8,25,WH-03
PO11573,SUP-003,Supplier C,MN-5544,28-08-2024,08-09-2024,131,119,11,12,WH-01
PO11574,SUP-001,Supplier A,ZX-9910,22-10-2025,31-10-2025,381,344,9,37,WH-01
PO11575,SUP-002,Supplier B,CL-7781,26-11-2024,29-11-2024,376,342,3,34,WH-01
PO11576,SUP-001,Supplier A,AX-4312,21-02-2025,23-02-2025,344,341,2,3,WH-01
PO11577,SUP-001,Supplier A,CL-7781,15-09-2024,26-09-2024,394,363,11,31,WH-01
PO11578,SUP-002,Supplier B,MN-5544,12-11-2024,20-11-2024,386,350,8,36,WH-01
PO11579,SUP-001,Supplier A,AX-4312,28-07-2025,03-08-2025,126,101,6,25,WH-01
PO11580,SUP-001,Supplier A,MN-5544,17-12-2024,23-12-2024,181,143,6,38,WH-01
PO11581,SUP-003,Supplier C,ZX-9910,26-06-2025,04-07-2025,330,318,8,12,WH-01
PO11582,SUP-001,Supplier A,AX-4312,20-01-2026,31-01-2026,240,203,11,37,WH-01
PO11583,SUP-002,Supplier B,MN-5544,10-12-2024,18-12-2024,269,240,8,29,WH-01
PO11584,SUP-003,Supplier C,CL-7781,05-03-2024,08-03-2024,180,147,3,33,WH-01
PO11585,SUP-001,Supplier A,BR-2208,03-08-2024,09-08-2024,145,108,6,37,WH-03
PO11586,SUP-002,Supplier B,CL-7781,13-05-2024,21-05-2024,296,289,8,7,WH-01
PO11587,SUP-002,Supplier B,MN-5544,29-09-2025,08-10-2025,55,42,9,13,WH-01
PO11588,SUP-003,Supplier C,MN-5544,21-05-2024,24-05-2024,305,294,3,11,WH-01
PO11589,SUP-002,Supplier B,MN-5544,14-09-2025,15-09-2025,364,334,1,30,WH-01
PO11590,SUP-003,Supplier C,CL-7781,18-06-2025,23-06-2025,239,215,5,24,WH-01
PO11591,SUP-003,Supplier C,AX-4312,22-07-2024,31-07-2024,336,316,9,20,WH-01
PO11592,SUP-002,Supplier B,BR-2208,22-11-2025,02-12-2025,133,95,10,38,WH-03
PO11593,SUP-001,Supplier A,MN-5544,05-10-2024,11-10-2024,62,43,6,19,WH-01
PO11594,SUP-002,Supplier B,MN-5544,26-09-2024,30-09-2024,254,238,4,16,WH-01
PO11595,SUP-003,Supplier C,BR-2208,19-04-2024,25-04-2024,322,299,6,23,WH-03
PO11596,SUP-002,Supplier B,BR-2208,11-06-2025,21-06-2025,377,351,10,26,WH-03
PO11597,SUP-002,Supplier B,CL-7781,18-04-2024,25-04-2024,223,216,7,7,WH-01
PO11598,SUP-002,Supplier B,BR-2208,19-07-2024,27-07-2024,364,339,8,25,WH-03
PO11599,SUP-003,Supplier C,CL-7781,12-02-2026,23-02-2026,318,280,11,38,WH-01
PO11600,SUP-001,Supplier A,ZX-9910,01-08-2025,06-08-2025,205,181,5,24,WH-01
PO11601,SUP-003,Supplier C,BR-2208,18-11-2024,25-11-2024,51,34,7,17,WH-03
PO11602,SUP-001,Supplier A,BR-2208,20-11-2025,21-11-2025,335,297,1,38,WH-03
PO11603,SUP-003,Supplier C,MN-5544,06-10-2024,08-10-2024,270,241,2,29,WH-01
PO11604,SUP-003,Supplier C,MN-5544,20-01-2026,22-01-2026,318,298,2,20,WH-01
PO11605,SUP-002,Supplier B,AX-4312,30-11-2025,05-12-2025,161,145,5,16,WH-01
PO11606,SUP-003,Supplier C,ZX-9910,16-08-2024,24-08-2024,165,151,8,14,WH-01
PO11607,SUP-003,Supplier C,ZX-9910,06-10-2025,15-10-2025,229,220,9,9,WH-01
PO11608,SUP-001,Supplier A,ZX-9910,15-09-2025,20-09-2025,229,200,5,29,WH-01
PO11609,SUP-003,Supplier C,MN-5544,25-01-2025,26-01-2025,362,354,1,8,WH-01
PO11610,SUP-001,Supplier A,MN-5544,17-11-2025,23-11-2025,50,16,6,34,WH-01
PO11611,SUP-001,Supplier A,AX-4312,10-12-2025,21-12-2025,147,132,11,15,WH-01
PO11612,SUP-001,Supplier A,CL-7781,09-03-2024,18-03-2024,337,323,9,14,WH-01
PO11613,SUP-003,Supplier C,CL-7781,25-03-2024,26-03-2024,286,273,1,13,WH-01
PO11614,SUP-002,Supplier B,ZX-9910,11-12-2025,20-12-2025,121,95,9,26,WH-01
PO11615,SUP-003,Supplier C,CL-7781,30-11-2024,01-12-2024,156,117,1,39,WH-01
PO11616,SUP-003,Supplier C,MN-5544,04-10-2025,14-10-2025,239,229,10,10,WH-01
PO11617,SUP-003,Supplier C,ZX-9910,23-12-2024,30-12-2024,220,190,7,30,WH-01
PO11618,SUP-003,Supplier C,BR-2208,06-07-2025,07-07-2025,270,250,1,20,WH-03
PO11619,SUP-003,Supplier C,CL-7781,23-05-2025,28-05-2025,105,100,5,5,WH-01
PO11620,SUP-001,Supplier A,ZX-9910,30-09-2025,06-10-2025,151,115,6,36,WH-01
PO11621,SUP-003,Supplier C,MN-5544,21-03-2024,24-03-2024,359,352,3,7,WH-01
PO11622,SUP-002,Supplier B,ZX-9910,29-11-2024,08-12-2024,276,266,9,10,WH-01
PO11623,SUP-002,Supplier B,AX-4312,10-08-2025,18-08-2025,354,334,8,20,WH-01
PO11624,SUP-002,Supplier B,CL-7781,07-11-2024,10-11-2024,112,73,3,39,WH-01
PO11625,SUP-002,Supplier B,AX-4312,27-09-2025,30-09-2025,205,189,3,16,WH-01
PO11626,SUP-001,Supplier A,MN-5544,16-10-2025,22-10-2025,196,159,6,37,WH-01
PO11627,SUP-001,Supplier A,BR-2208,22-07-2024,24-07-2024,87,51,2,36,WH-03
PO11628,SUP-001,Supplier A,CL-7781,03-05-2024,06-05-2024,293,290,3,3,WH-01
PO11629,SUP-002,Supplier B,ZX-9910,11-09-2024,17-09-2024,267,232,6,35,WH-01
PO11630,SUP-002,Supplier B,CL-7781,16-05-2025,26-05-2025,318,287,10,31,WH-01
PO11631,SUP-002,Supplier B,MN-5544,07-09-2025,08-09-2025,154,119,1,35,WH-01
PO11632,SUP-003,Supplier C,CL-7781,01-02-2025,08-02-2025,237,219,7,18,WH-01
PO11633,SUP-002,Supplier B,BR-2208,08-11-2025,18-11-2025,301,267,10,34,WH-03
PO11634,SUP-003,Supplier C,AX-4312,28-06-2024,06-07-2024,233,206,8,27,WH-01
PO11635,SUP-003,Supplier C,ZX-9910,03-11-2025,04-11-2025,259,220,1,39,WH-01
PO11636,SUP-002,Supplier B,AX-4312,14-06-2025,15-06-2025,257,254,1,3,WH-01
PO11637,SUP-001,Supplier A,ZX-9910,20-02-2026,26-02-2026,186,171,6,15,WH-01
PO11638,SUP-003,Supplier C,AX-4312,18-11-2025,26-11-2025,125,95,8,30,WH-01
PO11639,SUP-003,Supplier C,MN-5544,16-09-2024,24-09-2024,191,167,8,24,WH-01
PO11640,SUP-002,Supplier B,MN-5544,26-07-2024,28-07-2024,116,93,2,23,WH-01
PO11641,SUP-003,Supplier C,BR-2208,17-04-2025,23-04-2025,122,97,6,25,WH-03
PO11642,SUP-001,Supplier A,MN-5544,19-04-2025,23-04-2025,59,41,4,18,WH-01
PO11643,SUP-001,Supplier A,ZX-9910,08-05-2024,11-05-2024,201,197,3,4,WH-01
PO11644,SUP-003,Supplier C,ZX-9910,29-09-2024,02-10-2024,332,317,3,15,WH-01
PO11645,SUP-002,Supplier B,AX-4312,14-01-2025,15-01-2025,320,286,1,34,WH-01
PO11646,SUP-003,Supplier C,BR-2208,24-04-2024,03-05-2024,230,205,9,25,WH-03
PO11647,SUP-001,Supplier A,ZX-9910,16-05-2024,18-05-2024,389,378,2,11,WH-01
PO11648,SUP-001,Supplier A,CL-7781,19-02-2025,26-02-2025,181,159,7,22,WH-01
PO11649,SUP-003,Supplier C,BR-2208,08-06-2025,15-06-2025,178,154,7,24,WH-03
PO11650,SUP-001,Supplier A,ZX-9910,09-04-2025,11-04-2025,207,205,2,2,WH-01
PO11651,SUP-001,Supplier A,BR-2208,26-03-2024,05-04-2024,198,174,10,24,WH-03
PO11652,SUP-001,Supplier A,MN-5544,26-09-2024,30-09-2024,165,144,4,21,WH-01
PO11653,SUP-002,Supplier B,MN-5544,22-01-2026,27-01-2026,343,329,5,14,WH-01
PO11654,SUP-002,Supplier B,AX-4312,18-08-2024,28-08-2024,299,285,10,14,WH-01
PO11655,SUP-002,Supplier B,MN-5544,27-11-2024,06-12-2024,326,303,9,23,WH-01
PO11656,SUP-001,Supplier A,CL-7781,22-08-2024,31-08-2024,119,97,9,22,WH-01
PO11657,SUP-002,Supplier B,BR-2208,03-07-2025,07-07-2025,140,123,4,17,WH-03
PO11658,SUP-001,Supplier A,AX-4312,18-09-2025,23-09-2025,276,255,5,21,WH-01
PO11659,SUP-003,Supplier C,MN-5544,06-02-2026,14-02-2026,200,198,8,2,WH-01
PO11660,SUP-001,Supplier A,BR-2208,29-08-2024,06-09-2024,291,282,8,9,WH-03
PO11661,SUP-002,Supplier B,ZX-9910,31-12-2025,09-01-2026,229,222,9,7,WH-01
PO11662,SUP-001,Supplier A,ZX-9910,10-08-2025,17-08-2025,252,248,7,4,WH-01
PO11663,SUP-001,Supplier A,AX-4312,11-11-2025,21-11-2025,286,250,10,36,WH-01
PO11664,SUP-003,Supplier C,ZX-9910,03-09-2025,11-09-2025,286,249,8,37,WH-01
PO11665,SUP-001,Supplier A,AX-4312,21-02-2026,26-02-2026,122,121,5,1,WH-01
PO11666,SUP-002,Supplier B,ZX-9910,17-01-2026,18-01-2026,237,208,1,29,WH-01
PO11667,SUP-002,Supplier B,ZX-9910,23-10-2024,03-11-2024,157,146,11,11,WH-01
PO11668,SUP-002,Supplier B,CL-7781,10-01-2025,17-01-2025,139,127,7,12,WH-01
PO11669,SUP-002,Supplier B,AX-4312,26-09-2025,07-10-2025,269,240,11,29,WH-01
PO11670,SUP-003,Supplier C,MN-5544,30-04-2024,09-05-2024,152,122,9,30,WH-01
PO11671,SUP-002,Supplier B,MN-5544,14-09-2025,24-09-2025,233,200,10,33,WH-01
PO11672,SUP-002,Supplier B,BR-2208,26-11-2024,03-12-2024,80,56,7,24,WH-03
PO11673,SUP-001,Supplier A,AX-4312,11-08-2024,12-08-2024,327,288,1,39,WH-01
PO11674,SUP-002,Supplier B,BR-2208,04-11-2025,09-11-2025,160,160,5,0,WH-03
PO11675,SUP-001,Supplier A,ZX-9910,26-01-2026,27-01-2026,298,278,1,20,WH-01
PO11676,SUP-003,Supplier C,MN-5544,28-03-2025,29-03-2025,71,34,1,37,WH-01
PO11677,SUP-001,Supplier A,BR-2208,18-09-2025,21-09-2025,257,250,3,7,WH-03
PO11678,SUP-002,Supplier B,MN-5544,06-09-2024,07-09-2024,66,41,1,25,WH-01
PO11679,SUP-001,Supplier A,AX-4312,24-04-2025,25-04-2025,215,199,1,16,WH-01
PO11680,SUP-001,Supplier A,CL-7781,07-08-2024,13-08-2024,212,199,6,13,WH-01
PO11681,SUP-003,Supplier C,ZX-9910,23-10-2025,31-10-2025,192,166,8,26,WH-01
PO11682,SUP-003,Supplier C,CL-7781,27-12-2024,28-12-2024,294,260,1,34,WH-01
PO11683,SUP-002,Supplier B,CL-7781,17-10-2024,23-10-2024,246,225,6,21,WH-01
PO11684,SUP-001,Supplier A,MN-5544,01-08-2024,11-08-2024,354,332,10,22,WH-01
PO11685,SUP-002,Supplier B,MN-5544,28-07-2025,06-08-2025,75,71,9,4,WH-01
PO11686,SUP-001,Supplier A,BR-2208,09-11-2024,19-11-2024,69,64,10,5,WH-03
PO11687,SUP-002,Supplier B,MN-5544,01-06-2025,07-06-2025,108,91,6,17,WH-02
PO11688,SUP-001,Supplier A,CL-7781,09-05-2024,13-05-2024,322,309,4,13,WH-02
PO11689,SUP-001,Supplier A,ZX-9910,07-10-2025,14-10-2025,93,79,7,14,WH-02
PO11690,SUP-001,Supplier A,CL-7781,06-08-2025,09-08-2025,112,78,3,34,WH-02
PO11691,SUP-001,Supplier A,MN-5544,14-08-2025,15-08-2025,149,115,1,34,WH-02
PO11692,SUP-001,Supplier A,AX-4312,17-05-2024,27-05-2024,93,54,10,39,WH-01
PO11693,SUP-001,Supplier A,CL-7781,01-09-2025,09-09-2025,366,350,8,16,WH-01
PO11694,SUP-003,Supplier C,CL-7781,08-05-2024,15-05-2024,99,99,7,0,WH-01
PO11695,SUP-003,Supplier C,AX-4312,09-12-2025,12-12-2025,337,302,3,35,WH-01
PO11696,SUP-001,Supplier A,MN-5544,02-07-2025,08-07-2025,363,350,6,13,WH-01
PO11697,SUP-002,Supplier B,BR-2208,02-06-2024,07-06-2024,288,285,5,3,WH-03
PO11698,SUP-003,Supplier C,ZX-9910,01-08-2025,09-08-2025,236,221,8,15,WH-01
PO11699,SUP-002,Supplier B,MN-5544,04-11-2025,08-11-2025,395,368,4,27,WH-01
PO11700,SUP-002,Supplier B,ZX-9910,22-05-2024,24-05-2024,336,334,2,2,WH-01
PO11701,SUP-002,Supplier B,CL-7781,01-11-2024,07-11-2024,185,162,6,23,WH-01
PO11702,SUP-002,Supplier B,ZX-9910,05-05-2025,16-05-2025,208,200,11,8,WH-01
PO11703,SUP-003,Supplier C,AX-4312,08-05-2025,15-05-2025,94,93,7,1,WH-01
PO11704,SUP-001,Supplier A,BR-2208,27-01-2025,04-02-2025,120,82,8,38,WH-03
PO11705,SUP-002,Supplier B,CL-7781,19-05-2025,29-05-2025,174,159,10,15,WH-01
PO11706,SUP-003,Supplier C,ZX-9910,17-04-2024,20-04-2024,335,326,3,9,WH-01
PO11707,SUP-003,Supplier C,CL-7781,28-03-2024,03-04-2024,195,191,6,4,WH-01
PO11708,SUP-002,Supplier B,AX-4312,06-05-2024,11-05-2024,270,232,5,38,WH-01
PO11709,SUP-002,Supplier B,MN-5544,08-12-2025,10-12-2025,220,198,2,22,WH-01
PO11710,SUP-001,Supplier A,CL-7781,15-11-2024,20-11-2024,399,394,5,5,WH-01
PO11711,SUP-001,Supplier A,BR-2208,02-03-2025,10-03-2025,171,168,8,3,WH-03
PO11712,SUP-001,Supplier A,AX-4312,04-04-2025,11-04-2025,55,24,7,31,WH-01
PO11713,SUP-001,Supplier A,CL-7781,17-10-2025,27-10-2025,195,181,10,14,WH-01
PO11714,SUP-002,Supplier B,BR-2208,02-10-2024,10-10-2024,145,137,8,8,WH-03
PO11715,SUP-002,Supplier B,ZX-9910,14-01-2026,19-01-2026,251,232,5,19,WH-01
PO11716,SUP-002,Supplier B,MN-5544,15-02-2025,21-02-2025,161,159,6,2,WH-01
PO11717,SUP-001,Supplier A,CL-7781,24-08-2024,03-09-2024,188,172,10,16,WH-01
PO11718,SUP-003,Supplier C,CL-7781,30-08-2025,03-09-2025,386,368,4,18,WH-01
PO11719,SUP-001,Supplier A,BR-2208,11-04-2025,16-04-2025,263,258,5,5,WH-03
PO11720,SUP-002,Supplier B,CL-7781,08-01-2026,11-01-2026,71,71,3,0,WH-01
PO11721,SUP-002,Supplier B,BR-2208,28-02-2025,04-03-2025,199,189,4,10,WH-03
PO11722,SUP-002,Supplier B,BR-2208,05-05-2024,16-05-2024,52,44,11,8,WH-03
PO11723,SUP-002,Supplier B,MN-5544,20-11-2024,27-11-2024,319,287,7,32,WH-01
PO11724,SUP-002,Supplier B,MN-5544,15-01-2025,17-01-2025,162,154,2,8,WH-01
PO11725,SUP-002,Supplier B,CL-7781,31-05-2024,07-06-2024,251,233,7,18,WH-01
PO11726,SUP-002,Supplier B,ZX-9910,04-05-2024,09-05-2024,96,74,5,22,WH-01
PO11727,SUP-001,Supplier A,AX-4312,18-07-2024,27-07-2024,286,262,9,24,WH-01
PO11728,SUP-002,Supplier B,MN-5544,17-11-2024,27-11-2024,255,226,10,29,WH-01
PO11729,SUP-002,Supplier B,AX-4312,07-04-2024,14-04-2024,176,152,7,24,WH-01
PO11730,SUP-002,Supplier B,BR-2208,22-01-2025,25-01-2025,165,132,3,33,WH-03
PO11731,SUP-002,Supplier B,BR-2208,27-06-2025,07-07-2025,148,138,10,10,WH-03
PO11732,SUP-002,Supplier B,AX-4312,21-07-2025,01-08-2025,134,114,11,20,WH-01
PO11733,SUP-002,Supplier B,BR-2208,22-03-2025,28-03-2025,222,216,6,6,WH-03
PO11734,SUP-001,Supplier A,CL-7781,20-05-2024,27-05-2024,258,257,7,1,WH-01
PO11735,SUP-003,Supplier C,MN-5544,29-07-2025,07-08-2025,347,330,9,17,WH-01
PO11736,SUP-002,Supplier B,ZX-9910,23-12-2024,29-12-2024,380,365,6,15,WH-01
PO11737,SUP-002,Supplier B,MN-5544,16-09-2024,17-09-2024,292,275,1,17,WH-01
PO11738,SUP-003,Supplier C,BR-2208,25-03-2025,28-03-2025,236,211,3,25,WH-03
PO11739,SUP-001,Supplier A,CL-7781,02-06-2025,08-06-2025,288,277,6,11,WH-01
PO11740,SUP-001,Supplier A,CL-7781,16-01-2025,20-01-2025,295,294,4,1,WH-01
PO11741,SUP-003,Supplier C,ZX-9910,18-03-2025,28-03-2025,364,338,10,26,WH-01
PO11742,SUP-001,Supplier A,ZX-9910,27-03-2025,07-04-2025,128,121,11,7,WH-01
PO11743,SUP-002,Supplier B,BR-2208,08-07-2024,15-07-2024,240,201,7,39,WH-03
PO11744,SUP-003,Supplier C,ZX-9910,06-03-2025,17-03-2025,66,50,11,16,WH-01
PO11745,SUP-001,Supplier A,CL-7781,16-03-2025,24-03-2025,341,321,8,20,WH-01
PO11746,SUP-003,Supplier C,AX-4312,14-03-2024,22-03-2024,374,349,8,25,WH-01
PO11747,SUP-002,Supplier B,AX-4312,10-12-2024,14-12-2024,333,305,4,28,WH-01
PO11748,SUP-002,Supplier B,CL-7781,10-10-2024,15-10-2024,200,185,5,15,WH-01
PO11749,SUP-001,Supplier A,MN-5544,28-06-2024,08-07-2024,120,84,10,36,WH-01
PO11750,SUP-002,Supplier B,MN-5544,18-07-2025,21-07-2025,277,259,3,18,WH-01
PO11751,SUP-002,Supplier B,MN-5544,25-04-2025,05-05-2025,70,34,10,36,WH-01
PO11752,SUP-003,Supplier C,BR-2208,19-04-2025,30-04-2025,360,332,11,28,WH-03
PO11753,SUP-003,Supplier C,MN-5544,24-03-2025,28-03-2025,330,325,4,5,WH-01
PO11754,SUP-002,Supplier B,CL-7781,23-11-2024,27-11-2024,273,258,4,15,WH-01
PO11755,SUP-001,Supplier A,CL-7781,23-09-2024,25-09-2024,79,61,2,18,WH-01
PO11756,SUP-001,Supplier A,AX-4312,03-05-2025,10-05-2025,83,71,7,12,WH-01
PO11757,SUP-002,Supplier B,BR-2208,20-09-2025,01-10-2025,367,339,11,28,WH-03
PO11758,SUP-002,Supplier B,ZX-9910,22-12-2024,26-12-2024,71,36,4,35,WH-01
PO11759,SUP-002,Supplier B,CL-7781,28-03-2024,06-04-2024,280,262,9,18,WH-01
PO11760,SUP-002,Supplier B,BR-2208,19-05-2024,25-05-2024,119,105,6,14,WH-03
PO11761,SUP-001,Supplier A,CL-7781,16-05-2024,25-05-2024,197,189,9,8,WH-01
PO11762,SUP-003,Supplier C,ZX-9910,08-02-2025,12-02-2025,99,82,4,17,WH-01
PO11763,SUP-002,Supplier B,ZX-9910,28-09-2024,03-10-2024,392,382,5,10,WH-01
PO11764,SUP-001,Supplier A,MN-5544,09-06-2024,14-06-2024,327,324,5,3,WH-01
PO11765,SUP-001,Supplier A,MN-5544,13-05-2025,15-05-2025,126,118,2,8,WH-01
PO11766,SUP-002,Supplier B,CL-7781,17-07-2025,27-07-2025,144,138,10,6,WH-01
PO11767,SUP-001,Supplier A,ZX-9910,29-04-2025,03-05-2025,196,167,4,29,WH-01
PO11768,SUP-001,Supplier A,CL-7781,27-07-2024,30-07-2024,390,360,3,30,WH-01
PO11769,SUP-002,Supplier B,CL-7781,01-03-2025,04-03-2025,144,113,3,31,WH-01
PO11770,SUP-001,Supplier A,CL-7781,31-08-2025,02-09-2025,236,227,2,9,WH-01
PO11771,SUP-002,Supplier B,ZX-9910,05-05-2024,07-05-2024,243,220,2,23,WH-01
PO11772,SUP-003,Supplier C,AX-4312,30-09-2024,01-10-2024,193,178,1,15,WH-01
PO11773,SUP-001,Supplier A,AX-4312,23-05-2025,30-05-2025,294,264,7,30,WH-01
PO11774,SUP-001,Supplier A,ZX-9910,09-07-2025,20-07-2025,137,137,11,0,WH-01
PO11775,SUP-001,Supplier A,ZX-9910,30-12-2024,10-01-2025,390,387,11,3,WH-01
PO11776,SUP-002,Supplier B,MN-5544,25-01-2026,01-02-2026,355,344,7,11,WH-01
PO11777,SUP-001,Supplier A,BR-2208,29-05-2024,30-05-2024,274,264,1,10,WH-03
PO11778,SUP-001,Supplier A,MN-5544,20-05-2024,21-05-2024,96,69,1,27,WH-01
PO11779,SUP-002,Supplier B,BR-2208,24-05-2024,29-05-2024,155,149,5,6,WH-03
PO11780,SUP-002,Supplier B,BR-2208,27-08-2025,29-08-2025,155,132,2,23,WH-03
PO11781,SUP-002,Supplier B,BR-2208,24-05-2024,28-05-2024,157,139,4,18,WH-03
PO11782,SUP-002,Supplier B,AX-4312,18-05-2025,28-05-2025,345,335,10,10,WH-01
PO11783,SUP-002,Supplier B,MN-5544,09-02-2026,12-02-2026,61,59,3,2,WH-01
PO11784,SUP-001,Supplier A,AX-4312,26-06-2025,06-07-2025,332,331,10,1,WH-01
PO11785,SUP-002,Supplier B,AX-4312,04-10-2025,05-10-2025,193,192,1,1,WH-01
PO11786,SUP-003,Supplier C,MN-5544,21-02-2025,27-02-2025,79,60,6,19,WH-01
PO11787,SUP-002,Supplier B,ZX-9910,25-04-2025,01-05-2025,333,309,6,24,WH-01
