order_number,customer_id,customer_name,part_number,order_date,promise_date,shipped_date,qty_ordered,qty_shipped,backorder_qty,otif_flag,fill_rate,warehouse_id
SO21377,CUST-002,Customer Y,MN-5544,04-09-2024,05-09-2024,07-09-2024,25,25,0,0,1,WH-01
SO21378,CUST-001,Customer X,CL-7781,13-06-2024,14-06-2024,15-06-2024,22,14,8,0,0.6363636363636364,WH-01
SO21379,CUST-002,Customer Y,MN-5544,12-07-2024,15-07-2024,14-07-2024,16,13,3,0,0.8125,WH-01
SO21380,CUST-001,Customer X,AX-4312,18-06-2025,19-06-2025,21-06-2025,13,13,0,0,1,WH-01
SO21381,CUST-001,Customer X,BR-2208,20-08-2025,22-08-2025,23-08-2025,25,19,6,0,0.76,WH-03
SO21382,CUST-002,Customer Y,ZX-9910,30-10-2025,31-10-2025,31-10-2025,23,17,6,0,0.7391304347826086,WH-01
SO21383,CUST-002,Customer Y,CL-7781,30-10-2025,02-11-2025,02-11-2025,23,17,6,0,0.7391304347826086,WH-01
SO21384,CUST-002,Customer Y,BR-2208,09-04-2025,12-04-2025,13-04-2025,16,10,6,0,0.625,WH-03
SO21385,CUST-002,Customer Y,ZX-9910,16-09-2025,19-09-2025,19-09-2025,38,38,0,1,1,WH-01
SO21386,CUST-002,Customer Y,BR-2208,26-10-2025,30-10-2025,31-10-2025,36,35,1,0,0.9722222222222222,WH-03
SO21387,CUST-001,Customer X,ZX-9910,18-09-2025,22-09-2025,24-09-2025,39,30,9,0,0.7692307692307693,WH-01
SO21388,CUST-001,Customer X,MN-5544,10-01-2026,13-01-2026,13-01-2026,26,18,8,0,0.6923076923076923,WH-01
SO21389,CUST-003,Customer Z,CL-7781,04-01-2025,05-01-2025,07-01-2025,13,8,5,0,0.6153846153846154,WH-01
SO21390,CUST-001,Customer X,BR-2208,14-09-2025,18-09-2025,20-09-2025,6,0,6,0,0,WH-03
SO21391,CUST-001,Customer X,CL-7781,11-06-2025,13-06-2025,14-06-2025,38,31,7,0,0.8157894736842105,WH-01
SO21392,CUST-002,Customer Y,ZX-9910,01-09-2025,05-09-2025,04-09-2025,32,27,5,0,0.84375,WH-01
SO21393,CUST-001,Customer X,MN-5544,26-04-2025,30-04-2025,01-05-2025,37,31,6,0,0.8378378378378378,WH-01
SO21394,CUST-003,Customer Z,ZX-9910,14-08-2025,18-08-2025,17-08-2025,6,6,0,1,1,WH-01
SO21395,CUST-001,Customer X,BR-2208,04-03-2025,08-03-2025,07-03-2025,21,17,4,0,0.8095238095238095,WH-03
SO21396,CUST-002,Customer Y,ZX-9910,10-07-2025,12-07-2025,13-07-2025,34,29,5,0,0.8529411764705882,WH-01
SO21397,CUST-003,Customer Z,CL-7781,13-08-2024,17-08-2024,18-08-2024,39,30,9,0,0.7692307692307693,WH-01
SO21398,CUST-003,Customer Z,AX-4312,28-12-2024,29-12-2024,28-12-2024,10,5,5,0,0.5,WH-01
SO21399,CUST-003,Customer Z,MN-5544,23-10-2024,27-10-2024,27-10-2024,6,0,6,0,0,WH-01
SO21400,CUST-001,Customer X,CL-7781,04-12-2024,08-12-2024,10-12-2024,13,13,0,0,1,WH-01
SO21401,CUST-002,Customer Y,CL-7781,06-03-2024,07-03-2024,07-03-2024,19,18,1,0,0.9473684210526316,WH-01
SO21402,CUST-001,Customer X,ZX-9910,16-05-2025,19-05-2025,18-05-2025,35,30,5,0,0.8571428571428571,WH-01
SO21403,CUST-003,Customer Z,AX-4312,22-11-2025,25-11-2025,25-11-2025,33,31,2,0,0.9393939393939394,WH-01
SO21404,CUST-001,Customer X,BR-2208,12-06-2025,15-06-2025,14-06-2025,32,29,3,0,0.90625,WH-03
SO21405,CUST-002,Customer Y,AX-4312,28-09-2025,29-09-2025,01-10-2025,32,29,3,0,0.90625,WH-01
SO21406,CUST-001,Customer X,ZX-9910,06-08-2024,10-08-2024,12-08-2024,22,14,8,0,0.6363636363636364,WH-01
SO21407,CUST-002,Customer Y,ZX-9910,26-07-2024,29-07-2024,31-07-2024,18,12,6,0,0.6666666666666666,WH-01
SO21408,CUST-001,Customer X,ZX-9910,08-12-2024,10-12-2024,12-12-2024,28,25,3,0,0.8928571428571429,WH-01
SO21409,CUST-001,Customer X,MN-5544,19-02-2025,22-02-2025,23-02-2025,21,16,5,0,0.7619047619047619,WH-01
SO21410,CUST-002,Customer Y,MN-5544,16-11-2024,18-11-2024,18-11-2024,16,15,1,0,0.9375,WH-01
SO21411,CUST-001,Customer X,BR-2208,05-06-2024,09-06-2024,09-06-2024,19,15,4,0,0.7894736842105263,WH-03
SO21412,CUST-002,Customer Y,AX-4312,20-08-2025,24-08-2025,23-08-2025,6,3,3,0,0.5,WH-01
SO21413,CUST-003,Customer Z,CL-7781,14-08-2024,18-08-2024,17-08-2024,31,23,8,0,0.7419354838709677,WH-01
SO21414,CUST-002,Customer Y,AX-4312,08-12-2025,12-12-2025,13-12-2025,5,4,1,0,0.8,WH-01
SO21415,CUST-003,Customer Z,MN-5544,13-04-2025,14-04-2025,13-04-2025,12,4,8,0,0.3333333333333333,WH-01
SO21416,CUST-003,Customer Z,ZX-9910,17-05-2024,21-05-2024,21-05-2024,32,27,5,0,0.84375,WH-01
SO21417,CUST-001,Customer X,AX-4312,11-03-2025,13-03-2025,13-03-2025,16,14,2,0,0.875,WH-01
SO21418,CUST-001,Customer X,MN-5544,09-05-2024,10-05-2024,10-05-2024,9,8,1,0,0.8888888888888888,WH-01
SO21419,CUST-003,Customer Z,ZX-9910,21-01-2026,24-01-2026,25-01-2026,14,6,8,0,0.4285714285714285,WH-01
SO21420,CUST-003,Customer Z,MN-5544,24-01-2026,27-01-2026,29-01-2026,19,10,9,0,0.5263157894736842,WH-01
SO21421,CUST-003,Customer Z,MN-5544,28-03-2025,01-04-2025,01-04-2025,30,21,9,0,0.7,WH-02
SO21422,CUST-001,Customer X,MN-5544,02-10-2024,04-10-2024,04-10-2024,21,17,4,0,0.8095238095238095,WH-01
SO21423,CUST-003,Customer Z,BR-2208,20-11-2025,22-11-2025,22-11-2025,17,9,8,0,0.5294117647058824,WH-03
SO21424,CUST-003,Customer Z,CL-7781,23-12-2025,26-12-2025,28-12-2025,14,7,7,0,0.5,WH-01
SO21425,CUST-001,Customer X,CL-7781,05-11-2025,07-11-2025,06-11-2025,26,20,6,0,0.7692307692307693,WH-01
SO21426,CUST-002,Customer Y,AX-4312,03-12-2025,06-12-2025,08-12-2025,13,6,7,0,0.4615384615384615,WH-01
SO21427,CUST-001,Customer X,BR-2208,07-05-2025,08-05-2025,07-05-2025,24,18,6,0,0.75,WH-03
SO21428,CUST-003,Customer Z,BR-2208,06-03-2024,09-03-2024,11-03-2024,11,9,2,0,0.8181818181818182,WH-03
SO21429,CUST-002,Customer Y,AX-4312,03-12-2025,06-12-2025,08-12-2025,11,6,5,0,0.5454545454545454,WH-01
SO21430,CUST-002,Customer Y,MN-5544,01-07-2024,02-07-2024,01-07-2024,17,11,6,0,0.6470588235294118,WH-01
SO21431,CUST-002,Customer Y,AX-4312,25-12-2024,29-12-2024,29-12-2024,21,16,5,0,0.7619047619047619,WH-01
SO21432,CUST-003,Customer Z,ZX-9910,24-09-2024,26-09-2024,26-09-2024,12,12,0,1,1,WH-01
SO21433,CUST-002,Customer Y,MN-5544,07-03-2024,08-03-2024,08-03-2024,28,23,5,0,0.8214285714285714,WH-01
SO21434,CUST-001,Customer X,AX-4312,04-06-2024,08-06-2024,08-06-2024,6,5,1,0,0.8333333333333334,WH-01
SO21435,CUST-003,Customer Z,CL-7781,24-07-2024,27-07-2024,27-07-2024,16,10,6,0,0.625,WH-01
SO21436,CUST-001,Customer X,ZX-9910,08-02-2025,12-02-2025,12-02-2025,29,26,3,0,0.896551724,WH-01
SO21437,CUST-002,Customer Y,ZX-9910,25-02-2025,27-02-2025,01-03-2025,7,7,0,0,1,WH-01
SO21438,CUST-002,Customer Y,CL-7781,26-05-2024,27-05-2024,28-05-2024,9,7,2,0,0.7777777777777778,WH-01
SO21439,CUST-003,Customer Z,ZX-9910,08-06-2024,11-06-2024,11-06-2024,38,36,2,0,0.9473684210526316,WH-01
SO21440,CUST-001,Customer X,MN-5544,14-02-2026,15-02-2026,17-02-2026,31,23,8,0,0.7419354838709677,WH-01
SO21441,CUST-003,Customer Z,CL-7781,05-01-2026,07-01-2026,07-01-2026,29,20,9,0,0.6896551724137931,WH-01
SO21442,CUST-002,Customer Y,ZX-9910,04-11-2024,08-11-2024,08-11-2024,18,10,8,0,0.5555555555555556,WH-01
SO21443,CUST-002,Customer Y,ZX-9910,03-12-2024,07-12-2024,09-12-2024,19,18,1,0,0.9473684210526316,WH-01
SO21444,CUST-001,Customer X,MN-5544,04-07-2024,06-07-2024,06-07-2024,5,0,5,0,0,WH-01
SO21445,CUST-001,Customer X,MN-5544,04-07-2024,05-07-2024,07-07-2024,14,5,9,0,0.3571428571428571,WH-01
SO21446,CUST-001,Customer X,BR-2208,08-01-2026,11-01-2026,13-01-2026,38,31,7,0,0.8157894736842105,WH-03
SO21447,CUST-001,Customer X,CL-7781,14-11-2024,15-11-2024,16-11-2024,37,34,3,0,0.918918919,WH-01
SO21448,CUST-002,Customer Y,CL-7781,12-03-2025,15-03-2025,14-03-2025,20,16,4,0,0.8,WH-01
SO21449,CUST-003,Customer Z,MN-5544,05-11-2025,07-11-2025,09-11-2025,27,26,1,0,0.9629629629629628,WH-01
SO21450,CUST-002,Customer Y,ZX-9910,22-06-2024,23-06-2024,22-06-2024,17,10,7,0,0.5882352941176471,WH-01
SO21451,CUST-003,Customer Z,ZX-9910,07-11-2025,10-11-2025,12-11-2025,21,17,4,0,0.8095238095238095,WH-01
SO21452,CUST-002,Customer Y,CL-7781,14-12-2025,15-12-2025,15-12-2025,31,28,3,0,0.9032258064516128,WH-01
SO21453,CUST-001,Customer X,ZX-9910,24-10-2024,25-10-2024,25-10-2024,36,29,7,0,0.8055555555555556,WH-01
SO21454,CUST-001,Customer X,MN-5544,20-12-2025,24-12-2025,23-12-2025,23,18,5,0,0.782608696,WH-01
SO21455,CUST-003,Customer Z,ZX-9910,06-06-2024,10-06-2024,12-06-2024,25,17,8,0,0.68,WH-01
SO21456,CUST-002,Customer Y,CL-7781,26-11-2024,30-11-2024,30-11-2024,14,5,9,0,0.3571428571428571,WH-01
SO21457,CUST-001,Customer X,ZX-9910,10-06-2024,14-06-2024,13-06-2024,20,20,0,1,1,WH-01
SO21458,CUST-003,Customer Z,BR-2208,16-04-2024,17-04-2024,17-04-2024,30,26,4,0,0.8666666666666667,WH-03
SO21459,CUST-002,Customer Y,ZX-9910,30-11-2025,01-12-2025,01-12-2025,23,19,4,0,0.8260869565217391,WH-01
SO21460,CUST-003,Customer Z,AX-4312,11-02-2025,12-02-2025,11-02-2025,25,21,4,0,0.84,WH-01
SO21461,CUST-003,Customer Z,ZX-9910,27-06-2024,28-06-2024,30-06-2024,23,17,6,0,0.7391304347826086,WH-01
SO21462,CUST-001,Customer X,MN-5544,06-10-2024,07-10-2024,06-10-2024,10,1,9,0,0.1,WH-01
SO21463,CUST-001,Customer X,BR-2208,02-08-2024,04-08-2024,05-08-2024,36,28,8,0,0.7777777777777778,WH-03
SO21464,CUST-001,Customer X,AX-4312,06-06-2024,10-06-2024,10-06-2024,9,5,4,0,0.5555555555555556,WH-01
SO21465,CUST-003,Customer Z,MN-5544,05-06-2024,08-06-2024,10-06-2024,39,34,5,0,0.8717948717948718,WH-01
SO21466,CUST-003,Customer Z,ZX-9910,14-10-2024,17-10-2024,18-10-2024,20,17,3,0,0.85,WH-01
SO21467,CUST-001,Customer X,CL-7781,16-08-2025,17-08-2025,19-08-2025,35,34,1,0,0.9714285714285714,WH-01
SO21468,CUST-002,Customer Y,CL-7781,07-07-2025,11-07-2025,10-07-2025,7,0,7,0,0,WH-01
SO21469,CUST-001,Customer X,MN-5544,13-07-2025,16-07-2025,17-07-2025,29,24,5,0,0.8275862068965517,WH-01
SO21470,CUST-002,Customer Y,ZX-9910,06-11-2024,08-11-2024,08-11-2024,13,10,3,0,0.7692307692307693,WH-01
SO21471,CUST-001,Customer X,CL-7781,15-11-2024,18-11-2024,17-11-2024,14,9,5,0,0.6428571428571429,WH-01
SO21472,CUST-002,Customer Y,ZX-9910,12-06-2024,13-06-2024,14-06-2024,13,9,4,0,0.6923076923076923,WH-01
SO21473,CUST-003,Customer Z,AX-4312,13-12-2024,17-12-2024,18-12-2024,5,1,4,0,0.2,WH-01
SO21474,CUST-003,Customer Z,BR-2208,23-08-2025,25-08-2025,24-08-2025,9,9,0,1,1,WH-03
SO21475,CUST-003,Customer Z,BR-2208,17-01-2026,19-01-2026,19-01-2026,10,1,9,0,0.1,WH-03
SO21476,CUST-003,Customer Z,MN-5544,14-03-2024,17-03-2024,18-03-2024,38,36,2,0,0.9473684210526316,WH-01
SO21477,CUST-001,Customer X,AX-4312,25-09-2024,29-09-2024,01-10-2024,7,6,1,0,0.8571428571428571,WH-01
SO21478,CUST-003,Customer Z,ZX-9910,29-11-2025,03-12-2025,02-12-2025,15,6,9,0,0.4,WH-01
SO21479,CUST-001,Customer X,ZX-9910,27-04-2024,28-04-2024,29-04-2024,39,34,5,0,0.8717948717948718,WH-01
SO21480,CUST-002,Customer Y,AX-4312,08-04-2024,09-04-2024,09-04-2024,15,13,2,0,0.8666666666666667,WH-01
SO21481,CUST-003,Customer Z,CL-7781,20-10-2024,23-10-2024,22-10-2024,12,9,3,0,0.75,WH-01
SO21482,CUST-002,Customer Y,AX-4312,10-05-2025,12-05-2025,12-05-2025,8,7,1,0,0.875,WH-01
SO21483,CUST-003,Customer Z,BR-2208,10-06-2024,13-06-2024,15-06-2024,24,15,9,0,0.625,WH-03
SO21484,CUST-001,Customer X,CL-7781,11-08-2024,12-08-2024,14-08-2024,30,25,5,0,0.8333333333333334,WH-02
SO21485,CUST-001,Customer X,BR-2208,21-03-2025,22-03-2025,24-03-2025,23,19,4,0,0.8260869565217391,WH-03
SO21486,CUST-002,Customer Y,BR-2208,22-02-2025,25-02-2025,26-02-2025,20,12,8,0,0.6,WH-03
SO21487,CUST-001,Customer X,CL-7781,23-08-2024,26-08-2024,27-08-2024,18,13,5,0,0.7222222222222222,WH-01
SO21488,CUST-003,Customer Z,ZX-9910,11-01-2026,12-01-2026,13-01-2026,12,11,1,0,0.9166666666666666,WH-01
SO21489,CUST-002,Customer Y,CL-7781,15-01-2025,19-01-2025,18-01-2025,36,27,9,0,0.75,WH-01
SO21490,CUST-002,Customer Y,ZX-9910,10-12-2024,11-12-2024,12-12-2024,9,4,5,0,0.4444444444444444,WH-01
SO21491,CUST-002,Customer Y,CL-7781,22-02-2026,26-02-2026,28-02-2026,11,5,6,0,0.4545454545454545,WH-01
SO21492,CUST-001,Customer X,BR-2208,08-05-2025,10-05-2025,10-05-2025,6,5,1,0,0.8333333333333334,WH-03
SO21493,CUST-001,Customer X,AX-4312,05-04-2025,06-04-2025,05-04-2025,18,14,4,0,0.7777777777777778,WH-01
SO21494,CUST-003,Customer Z,ZX-9910,14-07-2024,17-07-2024,19-07-2024,9,5,4,0,0.5555555555555556,WH-01
SO21495,CUST-003,Customer Z,AX-4312,02-04-2025,03-04-2025,03-04-2025,36,33,3,0,0.9166666666666666,WH-01
SO21496,CUST-001,Customer X,MN-5544,16-04-2025,19-04-2025,20-04-2025,26,25,1,0,0.9615384615384616,WH-01
SO21497,CUST-003,Customer Z,CL-7781,03-12-2025,07-12-2025,06-12-2025,16,8,8,0,0.5,WH-01
SO21498,CUST-002,Customer Y,CL-7781,22-01-2025,26-01-2025,25-01-2025,14,6,8,0,0.4285714285714285,WH-01
SO21499,CUST-001,Customer X,ZX-9910,23-06-2025,25-06-2025,26-06-2025,22,15,7,0,0.6818181818181818,WH-01
SO21500,CUST-001,Customer X,BR-2208,04-11-2024,08-11-2024,08-11-2024,22,22,0,1,1,WH-03
SO21501,CUST-001,Customer X,MN-5544,19-02-2025,22-02-2025,24-02-2025,38,29,9,0,0.7631578947368421,WH-01
SO21502,CUST-001,Customer X,MN-5544,25-07-2024,26-07-2024,25-07-2024,7,5,2,0,0.7142857142857143,WH-01
SO21503,CUST-003,Customer Z,MN-5544,27-02-2025,28-02-2025,02-03-2025,39,34,5,0,0.8717948717948718,WH-01
SO21504,CUST-003,Customer Z,MN-5544,30-11-2025,02-12-2025,04-12-2025,22,20,2,0,0.9090909090909092,WH-01
SO21505,CUST-001,Customer X,ZX-9910,22-04-2025,26-04-2025,26-04-2025,20,17,3,0,0.85,WH-01
SO21506,CUST-001,Customer X,MN-5544,16-07-2025,20-07-2025,21-07-2025,23,16,7,0,0.6956521739130435,WH-01
SO21507,CUST-002,Customer Y,BR-2208,05-05-2025,09-05-2025,08-05-2025,6,0,6,0,0,WH-03
SO21508,CUST-002,Customer Y,MN-5544,25-03-2024,26-03-2024,25-03-2024,34,33,1,0,0.9705882352941176,WH-01
SO21509,CUST-001,Customer X,CL-7781,17-12-2025,19-12-2025,20-12-2025,28,28,0,0,1,WH-01
SO21510,CUST-001,Customer X,MN-5544,19-03-2024,20-03-2024,19-03-2024,14,13,1,0,0.9285714285714286,WH-01
SO21511,CUST-003,Customer Z,BR-2208,04-05-2025,07-05-2025,08-05-2025,23,16,7,0,0.6956521739130435,WH-03
SO21512,CUST-002,Customer Y,BR-2208,17-10-2025,20-10-2025,19-10-2025,27,24,3,0,0.8888888888888888,WH-03
SO21513,CUST-002,Customer Y,BR-2208,05-04-2025,09-04-2025,11-04-2025,8,4,4,0,0.5,WH-03
SO21514,CUST-002,Customer Y,ZX-9910,14-12-2025,15-12-2025,17-12-2025,27,20,7,0,0.7407407407407407,WH-01
SO21515,CUST-001,Customer X,BR-2208,18-07-2024,19-07-2024,18-07-2024,15,9,6,0,0.6,WH-03
SO21516,CUST-002,Customer Y,BR-2208,19-10-2025,22-10-2025,21-10-2025,18,11,7,0,0.6111111111111112,WH-03
SO21517,CUST-002,Customer Y,ZX-9910,01-04-2025,02-04-2025,03-04-2025,22,20,2,0,0.9090909090909092,WH-01
SO21518,CUST-002,Customer Y,ZX-9910,11-09-2024,15-09-2024,17-09-2024,22,13,9,0,0.5909090909090909,WH-01
SO21519,CUST-003,Customer Z,CL-7781,01-09-2024,04-09-2024,06-09-2024,18,17,1,0,0.9444444444444444,WH-01
SO21520,CUST-002,Customer Y,CL-7781,12-07-2025,14-07-2025,14-07-2025,22,19,3,0,0.8636363636363636,WH-01
SO21521,CUST-002,Customer Y,AX-4312,06-11-2024,07-11-2024,07-11-2024,39,33,6,0,0.8461538461538461,WH-01
SO21522,CUST-003,Customer Z,AX-4312,12-03-2025,14-03-2025,13-03-2025,39,37,2,0,0.9487179487179488,WH-01
SO21523,CUST-001,Customer X,AX-4312,29-10-2025,02-11-2025,01-11-2025,24,18,6,0,0.75,WH-01
SO21524,CUST-003,Customer Z,ZX-9910,27-04-2024,30-04-2024,02-05-2024,36,30,6,0,0.8333333333333334,WH-01
SO21525,CUST-003,Customer Z,BR-2208,21-12-2025,23-12-2025,22-12-2025,10,1,9,0,0.1,WH-03
SO21526,CUST-002,Customer Y,AX-4312,07-10-2025,11-10-2025,13-10-2025,13,7,6,0,0.5384615384615384,WH-01
SO21527,CUST-002,Customer Y,ZX-9910,06-10-2025,08-10-2025,09-10-2025,6,4,2,0,0.6666666666666666,WH-01
SO21528,CUST-001,Customer X,BR-2208,23-05-2025,26-05-2025,26-05-2025,39,30,9,0,0.7692307692307693,WH-03
SO21529,CUST-002,Customer Y,AX-4312,15-08-2025,18-08-2025,19-08-2025,15,7,8,0,0.4666666666666667,WH-01
SO21530,CUST-003,Customer Z,AX-4312,05-04-2024,09-04-2024,11-04-2024,29,27,2,0,0.9310344827586208,WH-01
SO21531,CUST-002,Customer Y,ZX-9910,22-06-2025,26-06-2025,25-06-2025,9,0,9,0,0,WH-01
SO21532,CUST-001,Customer X,MN-5544,27-10-2025,29-10-2025,29-10-2025,38,35,3,0,0.9210526315789472,WH-01
SO21533,CUST-001,Customer X,MN-5544,06-07-2024,08-07-2024,08-07-2024,17,15,2,0,0.8823529411764706,WH-01
SO21534,CUST-003,Customer Z,CL-7781,03-06-2025,04-06-2025,06-06-2025,6,0,6,0,0,WH-01
SO21535,CUST-002,Customer Y,CL-7781,01-06-2025,03-06-2025,03-06-2025,32,23,9,0,0.71875,WH-01
SO21536,CUST-003,Customer Z,ZX-9910,21-03-2024,23-03-2024,24-03-2024,21,16,5,0,0.7619047619047619,WH-01
SO21537,CUST-003,Customer Z,CL-7781,28-04-2024,01-05-2024,02-05-2024,21,14,7,0,0.6666666666666666,WH-01
SO21538,CUST-002,Customer Y,MN-5544,29-05-2024,02-06-2024,04-06-2024,32,23,9,0,0.71875,WH-01
SO21539,CUST-002,Customer Y,ZX-9910,27-08-2024,31-08-2024,31-08-2024,13,9,4,0,0.6923076923076923,WH-01
SO21540,CUST-002,Customer Y,MN-5544,23-06-2024,27-06-2024,29-06-2024,34,27,7,0,0.7941176470588235,WH-01
SO21541,CUST-003,Customer Z,AX-4312,20-07-2025,24-07-2025,26-07-2025,35,26,9,0,0.7428571428571429,WH-01
SO21542,CUST-003,Customer Z,ZX-9910,15-10-2024,16-10-2024,15-10-2024,9,4,5,0,0.4444444444444444,WH-01
SO21543,CUST-001,Customer X,AX-4312,27-10-2025,28-10-2025,29-10-2025,31,24,7,0,0.7741935483870968,WH-01
SO21544,CUST-002,Customer Y,ZX-9910,02-07-2024,03-07-2024,04-07-2024,11,4,7,0,0.3636363636363636,WH-01
SO21545,CUST-002,Customer Y,MN-5544,16-11-2025,19-11-2025,20-11-2025,19,15,4,0,0.7894736842105263,WH-01
SO21546,CUST-003,Customer Z,CL-7781,30-01-2025,02-02-2025,03-02-2025,10,8,2,0,0.8,WH-01
SO21547,CUST-001,Customer X,BR-2208,08-07-2025,09-07-2025,11-07-2025,21,12,9,0,0.5714285714285714,WH-03
SO21548,CUST-002,Customer Y,CL-7781,21-01-2025,24-01-2025,25-01-2025,35,26,9,0,0.7428571428571429,WH-01
SO21549,CUST-002,Customer Y,BR-2208,28-04-2024,01-05-2024,02-05-2024,7,5,2,0,0.7142857142857143,WH-03
SO21550,CUST-001,Customer X,CL-7781,21-07-2025,23-07-2025,22-07-2025,24,15,9,0,0.625,WH-01
SO21551,CUST-002,Customer Y,AX-4312,06-04-2025,07-04-2025,07-04-2025,19,13,6,0,0.6842105263157895,WH-01
SO21552,CUST-001,Customer X,AX-4312,17-10-2025,19-10-2025,18-10-2025,33,24,9,0,0.7272727272727273,WH-01
SO21553,CUST-001,Customer X,CL-7781,02-02-2026,03-02-2026,04-02-2026,27,26,1,0,0.9629629629629628,WH-01
SO21554,CUST-003,Customer Z,CL-7781,05-06-2025,08-06-2025,09-06-2025,8,5,3,0,0.625,WH-01
SO21555,CUST-001,Customer X,ZX-9910,01-11-2025,02-11-2025,04-11-2025,7,3,4,0,0.4285714285714285,WH-01
SO21556,CUST-002,Customer Y,CL-7781,21-11-2024,22-11-2024,22-11-2024,8,8,0,1,1,WH-01
SO21557,CUST-002,Customer Y,AX-4312,29-10-2025,01-11-2025,31-10-2025,37,32,5,0,0.8648648648648649,WH-01
SO21558,CUST-003,Customer Z,BR-2208,17-07-2024,20-07-2024,21-07-2024,5,0,5,0,0,WH-02
SO21559,CUST-003,Customer Z,MN-5544,24-06-2024,27-06-2024,26-06-2024,30,25,5,0,0.8333333333333334,WH-01
SO21560,CUST-001,Customer X,CL-7781,20-09-2024,21-09-2024,23-09-2024,18,13,5,0,0.7222222222222222,WH-01
SO21561,CUST-001,Customer X,ZX-9910,21-01-2025,23-01-2025,25-01-2025,24,19,5,0,0.7916666666666666,WH-01
SO21562,CUST-002,Customer Y,CL-7781,15-03-2024,18-03-2024,18-03-2024,38,32,6,0,0.8421052631578947,WH-01
SO21563,CUST-002,Customer Y,AX-4312,01-06-2025,02-06-2025,01-06-2025,5,0,5,0,0,WH-01
SO21564,CUST-003,Customer Z,ZX-9910,24-12-2024,27-12-2024,29-12-2024,12,12,0,0,1,WH-01
SO21565,CUST-003,Customer Z,MN-5544,23-08-2024,25-08-2024,24-08-2024,33,33,0,1,1,WH-01
SO21566,CUST-002,Customer Y,ZX-9910,05-03-2025,06-03-2025,06-03-2025,14,11,3,0,0.7857142857142857,WH-01
SO21567,CUST-001,Customer X,ZX-9910,14-03-2025,15-03-2025,16-03-2025,9,8,1,0,0.8888888888888888,WH-01
SO21568,CUST-003,Customer Z,BR-2208,29-11-2024,03-12-2024,02-12-2024,35,29,6,0,0.8285714285714286,WH-03
SO21569,CUST-002,Customer Y,BR-2208,17-07-2024,18-07-2024,20-07-2024,26,22,4,0,0.8461538461538461,WH-03
SO21570,CUST-003,Customer Z,ZX-9910,07-10-2024,10-10-2024,10-10-2024,29,25,4,0,0.8620689655172413,WH-01
SO21571,CUST-003,Customer Z,ZX-9910,08-09-2024,09-09-2024,10-09-2024,6,6,0,0,1,WH-01
SO21572,CUST-001,Customer X,ZX-9910,09-08-2024,13-08-2024,12-08-2024,8,6,2,0,0.75,WH-01
SO21573,CUST-002,Customer Y,ZX-9910,02-01-2025,04-01-2025,04-01-2025,38,35,3,0,0.9210526315789472,WH-01
SO21574,CUST-002,Customer Y,MN-5544,09-01-2025,11-01-2025,13-01-2025,23,15,8,0,0.6521739130434783,WH-01
SO21575,CUST-002,Customer Y,ZX-9910,17-05-2024,20-05-2024,20-05-2024,17,15,2,0,0.8823529411764706,WH-01
SO21576,CUST-003,Customer Z,MN-5544,21-04-2024,22-04-2024,23-04-2024,13,7,6,0,0.5384615384615384,WH-01
SO21577,CUST-001,Customer X,BR-2208,11-03-2025,13-03-2025,15-03-2025,7,6,1,0,0.8571428571428571,WH-03
SO21578,CUST-001,Customer X,CL-7781,11-07-2025,14-07-2025,16-07-2025,27,20,7,0,0.7407407407407407,WH-01
SO21579,CUST-001,Customer X,BR-2208,05-03-2025,06-03-2025,05-03-2025,11,3,8,0,0.2727272727272727,WH-03
SO21580,CUST-001,Customer X,MN-5544,09-11-2025,13-11-2025,12-11-2025,18,16,2,0,0.8888888888888888,WH-01
SO21581,CUST-001,Customer X,MN-5544,17-09-2025,20-09-2025,21-09-2025,28,25,3,0,0.8928571428571429,WH-01
SO21582,CUST-003,Customer Z,BR-2208,05-07-2024,07-07-2024,09-07-2024,9,7,2,0,0.7777777777777778,WH-03
SO21583,CUST-003,Customer Z,AX-4312,13-11-2024,16-11-2024,18-11-2024,18,15,3,0,0.8333333333333334,WH-01
SO21584,CUST-003,Customer Z,AX-4312,01-01-2025,05-01-2025,05-01-2025,35,30,5,0,0.8571428571428571,WH-01
SO21585,CUST-001,Customer X,ZX-9910,28-03-2025,31-03-2025,01-04-2025,33,31,2,0,0.9393939393939394,WH-01
SO21586,CUST-003,Customer Z,AX-4312,21-11-2025,24-11-2025,25-11-2025,32,23,9,0,0.71875,WH-01
SO21587,CUST-002,Customer Y,ZX-9910,29-06-2024,01-07-2024,30-06-2024,20,11,9,0,0.55,WH-01
SO21588,CUST-003,Customer Z,MN-5544,15-04-2024,16-04-2024,18-04-2024,7,3,4,0,0.4285714285714285,WH-01
SO21589,CUST-001,Customer X,MN-5544,07-09-2024,11-09-2024,10-09-2024,17,10,7,0,0.5882352941176471,WH-01
SO21590,CUST-002,Customer Y,MN-5544,29-05-2025,02-06-2025,01-06-2025,36,32,4,0,0.8888888888888888,WH-01
SO21591,CUST-003,Customer Z,CL-7781,21-02-2025,25-02-2025,27-02-2025,25,23,2,0,0.92,WH-01
SO21592,CUST-002,Customer Y,BR-2208,04-12-2024,05-12-2024,07-12-2024,25,21,4,0,0.84,WH-03
SO21593,CUST-003,Customer Z,MN-5544,28-07-2024,30-07-2024,29-07-2024,5,0,5,0,0,WH-01
