po_number,supplier_id,supplier_name,part_number,expected_date,received_date,qty_ordered,qty_received,inbound_lead_time_days,discrepancy_qty,warehouse_id
PO11422,SUP-001,Supplier A,AX-4312,2026-01-31T00:00:00Z,2026-02-07T00:00:00Z,190,159,7,31,WH-01
PO11423,SUP-003,Supplier C,ZX-9910,2024-08-22T00:00:00Z,2024-08-26T00:00:00Z,161,139,4,22,WH-01
PO11424,SUP-002,Supplier B,AX-4312,2024-10-19T00:00:00Z,2024-10-20T00:00:00Z,296,257,1,39,WH-01
PO11425,SUP-001,Supplier A,CL-7781,2024-04-29T00:00:00Z,2024-05-04T00:00:00Z,183,166,5,17,WH-01
PO11426,SUP-003,Supplier C,AX-4312,2025-04-30T00:00:00Z,2025-05-06T00:00:00Z,295,263,6,32,WH-01
PO11427,SUP-003,Supplier C,BR-2208,2025-11-27T00:00:00Z,2025-11-28T00:00:00Z,175,144,1,31,WH-03
PO11428,SUP-003,Supplier C,BR-2208,2026-01-07T00:00:00Z,2026-01-17T00:00:00Z,171,162,10,9,WH-03
PO11429,SUP-003,Supplier C,CL-7781,2025-04-12T00:00:00Z,2025-04-15T00:00:00Z,211,203,3,8,WH-01
PO11430,SUP-001,Supplier A,CL-7781,2025-07-11T00:00:00Z,2025-07-21T00:00:00Z,77,67,10,10,WH-01
PO11431,SUP-002,Supplier B,AX-4312,2025-05-13T00:00:00Z,2025-05-20T00:00:00Z,296,278,7,18,WH-01
PO11432,SUP-001,Supplier A,BR-2208,2025-07-29T00:00:00Z,2025-08-04T00:00:00Z,201,194,6,7,WH-03
PO11433,SUP-002,Supplier B,AX-4312,2025-08-11T00:00:00Z,2025-08-22T00:00:00Z,186,154,11,32,WH-01
PO11434,SUP-001,Supplier A,MN-5544,2024-08-13T00:00:00Z,2024-08-14T00:00:00Z,68,66,1,2,WH-01
PO11435,SUP-003,Supplier C,CL-7781,2026-02-10T00:00:00Z,2026-02-20T00:00:00Z,224,224,10,0,WH-01
PO11436,SUP-001,Supplier A,MN-5544,2025-01-22T00:00:00Z,2025-01-24T00:00:00Z,190,190,2,0,WH-01
PO11437,SUP-002,Supplier B,CL-7781,2026-01-05T00:00:00Z,2026-01-07T00:00:00Z,142,130,2,12,WH-01
PO11438,SUP-002,Supplier B,BR-2208,2025-05-13T00:00:00Z,2025-05-14T00:00:00Z,294,266,1,28,WH-03
PO11439,SUP-001,Supplier A,CL-7781,2024-04-17T00:00:00Z,2024-04-24T00:00:00Z,177,154,7,23,WH-01
PO11440,SUP-002,Supplier B,CL-7781,2026-02-15T00:00:00Z,2026-02-25T00:00:00Z,66,60,10,6,WH-01
PO11441,SUP-001,Supplier A,ZX-9910,2024-10-22T00:00:00Z,2024-10-27T00:00:00Z,331,329,5,2,WH-01
PO11442,SUP-002,Supplier B,BR-2208,2025-07-17T00:00:00Z,2025-07-24T00:00:00Z,363,325,7,38,WH-03
PO11443,SUP-001,Supplier A,ZX-9910,2025-08-24T00:00:00Z,2025-08-29T00:00:00Z,242,226,5,16,WH-01
PO11444,SUP-003,Supplier C,MN-5544,2025-06-16T00:00:00Z,2025-06-27T00:00:00Z,74,72,11,2,WH-01
PO11445,SUP-002,Supplier B,AX-4312,2024-04-19T00:00:00Z,2024-04-24T00:00:00Z,331,316,5,15,WH-01
PO11446,SUP-002,Supplier B,BR-2208,2025-02-03T00:00:00Z,2025-02-12T00:00:00Z,359,332,9,27,WH-03
PO11447,SUP-002,Supplier B,MN-5544,2025-10-09T00:00:00Z,2025-10-18T00:00:00Z,169,169,9,0,WH-01
PO11448,SUP-002,Supplier B,AX-4312,2025-05-09T00:00:00Z,2025-05-18T00:00:00Z,135,120,9,15,WH-01
PO11449,SUP-002,Supplier B,BR-2208,2024-03-22T00:00:00Z,2024-03-31T00:00:00Z,167,161,9,6,WH-03
PO11450,SUP-002,Supplier B,AX-4312,2024-07-13T00:00:00Z,2024-07-16T00:00:00Z,196,195,3,1,WH-01
PO11451,SUP-003,Supplier C,AX-4312,2025-02-14T00:00:00Z,2025-02-23T00:00:00Z,320,318,9,2,WH-01
PO11452,SUP-003,Supplier C,BR-2208,2025-05-29T00:00:00Z,2025-06-09T00:00:00Z,230,201,11,29,WH-03
PO11453,SUP-002,Supplier B,MN-5544,2025-07-02T00:00:00Z,2025-07-11T00:00:00Z,281,264,9,17,WH-01
PO11454,SUP-003,Supplier C,MN-5544,2025-10-24T00:00:00Z,2025-10-27T00:00:00Z,97,96,3,1,WH-01
PO11455,SUP-002,Supplier B,AX-4312,2025-05-13T00:00:00Z,2025-05-21T00:00:00Z,71,66,8,5,WH-01
PO11456,SUP-001,Supplier A,ZX-9910,2025-01-15T00:00:00Z,2025-01-24T00:00:00Z,341,327,9,14,WH-01
PO11457,SUP-001,Supplier A,CL-7781,2024-03-15T00:00:00Z,2024-03-19T00:00:00Z,362,345,4,17,WH-01
PO11458,SUP-002,Supplier B,BR-2208,2025-04-12T00:00:00Z,2025-04-14T00:00:00Z,382,368,2,14,WH-03
PO11459,SUP-002,Supplier B,CL-7781,2025-08-02T00:00:00Z,2025-08-06T00:00:00Z,270,242,4,28,WH-01
PO11460,SUP-001,Supplier A,BR-2208,2025-01-13T00:00:00Z,2025-01-16T00:00:00Z,388,386,3,2,WH-03
PO11461,SUP-002,Supplier B,ZX-9910,2025-09-14T00:00:00Z,2025-09-20T00:00:00Z,255,216,6,39,WH-01
PO11462,SUP-002,Supplier B,CL-7781,2024-06-29T00:00:00Z,2024-07-10T00:00:00Z,111,108,11,3,WH-01
PO11463,SUP-003,Supplier C,BR-2208,2025-02-19T00:00:00Z,2025-03-02T00:00:00Z,109,99,11,10,WH-03
PO11464,SUP-002,Supplier B,ZX-9910,2025-08-11T00:00:00Z,2025-08-21T00:00:00Z,156,125,10,31,WH-01
PO11465,SUP-001,Supplier A,MN-5544,2025-04-01T00:00:00Z,2025-04-12T00:00:00Z,284,283,11,1,WH-01
PO11466,SUP-003,Supplier C,BR-2208,2025-04-11T00:00:00Z,2025-04-12T00:00:00Z,397,367,1,30,WH-03
PO11467,SUP-003,Supplier C,MN-5544,2025-09-03T00:00:00Z,2025-09-05T00:00:00Z,366,352,2,14,WH-01
PO11468,SUP-001,Supplier A,MN-5544,2025-12-21T00:00:00Z,2025-12-30T00:00:00Z,185,177,9,8,WH-01
PO11469,SUP-002,Supplier B,CL-7781,2024-03-21T00:00:00Z,2024-03-31T00:00:00Z,363,327,10,36,WH-01
PO11470,SUP-003,Supplier C,ZX-9910,2025-02-01T00:00:00Z,2025-02-08T00:00:00Z,363,347,7,16,WH-01
PO11471,SUP-002,Supplier B,AX-4312,2024-04-16T00:00:00Z,2024-04-19T00:00:00Z,260,232,3,28,WH-01
PO11472,SUP-001,Supplier A,BR-2208,2025-09-19T00:00:00Z,2025-09-30T00:00:00Z,120,93,11,27,WH-03
PO11473,SUP-002,Supplier B,ZX-9910,2025-04-26T00:00:00Z,2025-05-05T00:00:00Z,269,264,9,5,WH-01
PO11474,SUP-003,Supplier C,BR-2208,2025-12-21T00:00:00Z,2025-12-31T00:00:00Z,264,234,10,30,WH-03
PO11475,SUP-003,Supplier C,MN-5544,2024-11-26T00:00:00Z,2024-11-29T00:00:00Z,326,301,3,25,WH-01
PO11476,SUP-003,Supplier C,AX-4312,2025-01-14T00:00:00Z,2025-01-18T00:00:00Z,294,273,4,21,WH-01
PO11477,SUP-001,Supplier A,MN-5544,2024-12-04T00:00:00Z,2024-12-14T00:00:00Z,381,369,10,12,WH-01
PO11478,SUP-003,Supplier C,AX-4312,2024-04-01T00:00:00Z,2024-04-12T00:00:00Z,103,88,11,15,WH-01
PO11479,SUP-003,Supplier C,CL-7781,2024-09-17T00:00:00Z,2024-09-25T00:00:00Z,153,114,8,39,WH-01
PO11480,SUP-003,Supplier C,ZX-9910,2025-06-30T00:00:00Z,2025-07-11T00:00:00Z,143,114,11,29,WH-01
PO11481,SUP-003,Supplier C,AX-4312,2024-05-20T00:00:00Z,2024-05-30T00:00:00Z,349,339,10,10,WH-01
PO11482,SUP-003,Supplier C,BR-2208,2025-12-14T00:00:00Z,2025-12-15T00:00:00Z,267,266,1,1,WH-03
PO11483,SUP-001,Supplier A,BR-2208,2025-09-05T00:00:00Z,2025-09-07T00:00:00Z,395,373,2,22,WH-03
PO11484,SUP-003,Supplier C,CL-7781,2025-09-07T00:00:00Z,2025-09-09T00:00:00Z,367,336,2,31,WH-01
PO11485,SUP-001,Supplier A,MN-5544,2026-02-05T00:00:00Z,2026-02-06T00:00:00Z,111,74,1,37,WH-01
PO11486,SUP-002,Supplier B,MN-5544,2025-01-24T00:00:00Z,2025-02-02T00:00:00Z,288,286,9,2,WH-01
PO11487,SUP-001,Supplier A,BR-2208,2025-06-28T00:00:00Z,2025-07-04T00:00:00Z,271,271,6,0,WH-03
PO11488,SUP-001,Supplier A,MN-5544,2025-01-30T00:00:00Z,2025-02-04T00:00:00Z,159,147,5,12,WH-01
PO11489,SUP-003,Supplier C,MN-5544,2024-10-01T00:00:00Z,2024-10-12T00:00:00Z,327,318,11,9,WH-01
PO11490,SUP-001,Supplier A,CL-7781,2026-01-30T00:00:00Z,2026-02-06T00:00:00Z,256,253,7,3,WH-01
PO11491,SUP-002,Supplier B,MN-5544,2025-11-06T00:00:00Z,2025-11-13T00:00:00Z,375,352,7,23,WH-01
PO11492,SUP-002,Supplier B,AX-4312,2024-12-30T00:00:00Z,2025-01-03T00:00:00Z,389,378,4,11,WH-01
PO11493,SUP-001,Supplier A,MN-5544,2025-08-20T00:00:00Z,2025-08-21T00:00:00Z,77,70,1,7,WH-01
PO11494,SUP-003,Supplier C,BR-2208,2026-01-01T00:00:00Z,2026-01-02T00:00:00Z,214,193,1,21,WH-03
PO11495,SUP-002,Supplier B,ZX-9910,2025-10-23T00:00:00Z,2025-10-29T00:00:00Z,145,111,6,34,WH-01
PO11496,SUP-002,Supplier B,AX-4312,2024-04-14T00:00:00Z,2024-04-19T00:00:00Z,365,360,5,5,WH-01
PO11497,SUP-002,Supplier B,MN-5544,2025-11-23T00:00:00Z,2025-12-02T00:00:00Z,105,66,9,39,WH-01
PO11498,SUP-003,Supplier C,ZX-9910,2024-03-25T00:00:00Z,2024-04-01T00:00:00Z,153,141,7,12,WH-01
PO11499,SUP-003,Supplier C,AX-4312,2025-10-27T00:00:00Z,2025-11-02T00:00:00Z,307,300,6,7,WH-02
PO11500,SUP-002,Supplier B,AX-4312,2025-02-18T00:00:00Z,2025-03-01T00:00:00Z,231,194,11,37,WH-02
PO11501,SUP-001,Supplier A,ZX-9910,2024-08-18T00:00:00Z,2024-08-29T00:00:00Z,325,314,11,11,WH-02
PO11502,SUP-001,Supplier A,MN-5544,2025-04-19T00:00:00Z,2025-04-30T00:00:00Z,336,310,11,26,WH-02
PO11503,SUP-003,Supplier C,CL-7781,2025-01-26T00:00:00Z,2025-02-05T00:00:00Z,396,362,10,34,WH-01
PO11504,SUP-002,Supplier B,CL-7781,2025-11-24T00:00:00Z,2025-11-25T00:00:00Z,340,330,1,10,WH-01
PO11505,SUP-003,Supplier C,AX-4312,2025-10-20T00:00:00Z,2025-10-31T00:00:00Z,353,319,11,34,WH-01
PO11506,SUP-002,Supplier B,MN-5544,2025-01-19T00:00:00Z,2025-01-25T00:00:00Z,215,185,6,30,WH-01
PO11507,SUP-003,Supplier C,ZX-9910,2024-11-18T00:00:00Z,2024-11-26T00:00:00Z,163,132,8,31,WH-01
PO11508,SUP-003,Supplier C,ZX-9910,2025-05-23T00:00:00Z,2025-05-27T00:00:00Z,232,218,4,14,WH-01
PO11509,SUP-001,Supplier A,CL-7781,2024-09-12T00:00:00Z,2024-09-23T00:00:00Z,52,37,11,15,WH-01
PO11510,SUP-001,Supplier A,CL-7781,2026-02-11T00:00:00Z,2026-02-16T00:00:00Z,390,381,5,9,WH-01
PO11511,SUP-001,Supplier A,BR-2208,2025-03-17T00:00:00Z,2025-03-20T00:00:00Z,74,71,3,3,WH-03
PO11512,SUP-001,Supplier A,CL-7781,2025-10-20T00:00:00Z,2025-10-23T00:00:00Z,220,219,3,1,WH-01
PO11513,SUP-002,Supplier B,ZX-9910,2025-08-20T00:00:00Z,2025-08-30T00:00:00Z,110,86,10,24,WH-01
PO11514,SUP-003,Supplier C,AX-4312,2024-12-16T00:00:00Z,2024-12-20T00:00:00Z,97,79,4,18,WH-01
PO11515,SUP-001,Supplier A,AX-4312,2025-02-22T00:00:00Z,2025-03-01T00:00:00Z,188,155,7,33,WH-01
PO11516,SUP-003,Supplier C,AX-4312,2025-12-04T00:00:00Z,2025-12-11T00:00:00Z,77,73,7,4,WH-01
PO11517,SUP-002,Supplier B,BR-2208,2025-01-11T00:00:00Z,2025-01-22T00:00:00Z,100,80,11,20,WH-03
PO11518,SUP-003,Supplier C,AX-4312,2025-10-09T00:00:00Z,2025-10-11T00:00:00Z,295,276,2,19,WH-01
PO11519,SUP-002,Supplier B,CL-7781,2024-05-25T00:00:00Z,2024-05-31T00:00:00Z,63,53,6,10,WH-01
PO11520,SUP-001,Supplier A,MN-5544,2026-01-25T00:00:00Z,2026-02-05T00:00:00Z,238,221,11,17,WH-01
PO11521,SUP-001,Supplier A,CL-7781,2024-07-04T00:00:00Z,2024-07-15T00:00:00Z,104,87,11,17,WH-01
PO11522,SUP-003,Supplier C,CL-7781,2025-08-05T00:00:00Z,2025-08-13T00:00:00Z,124,104,8,20,WH-01
PO11523,SUP-002,Supplier B,BR-2208,2025-09-10T00:00:00Z,2025-09-15T00:00:00Z,392,368,5,24,WH-03
PO11524,SUP-002,Supplier B,AX-4312,2024-08-15T00:00:00Z,2024-08-24T00:00:00Z,231,222,9,9,WH-01
PO11525,SUP-001,Supplier A,ZX-9910,2025-11-25T00:00:00Z,2025-12-01T00:00:00Z,388,388,6,0,WH-01
PO11526,SUP-001,Supplier A,MN-5544,2024-08-30T00:00:00Z,2024-09-06T00:00:00Z,309,309,7,0,WH-01
PO11527,SUP-003,Supplier C,CL-7781,2024-05-21T00:00:00Z,2024-05-29T00:00:00Z,263,247,8,16,WH-01
PO11528,SUP-002,Supplier B,CL-7781,2025-07-05T00:00:00Z,2025-07-07T00:00:00Z,161,129,2,32,WH-01
PO11529,SUP-001,Supplier A,AX-4312,2025-03-10T00:00:00Z,2025-03-17T00:00:00Z,108,94,7,14,WH-01
PO11530,SUP-001,Supplier A,MN-5544,2025-05-18T00:00:00Z,2025-05-26T00:00:00Z,167,148,8,19,WH-01
PO11531,SUP-001,Supplier A,ZX-9910,2025-05-12T00:00:00Z,2025-05-18T00:00:00Z,180,153,6,27,WH-01
PO11532,SUP-002,Supplier B,MN-5544,2024-10-26T00:00:00Z,2024-11-03T00:00:00Z,139,110,8,29,WH-01
PO11533,SUP-001,Supplier A,AX-4312,2024-07-20T00:00:00Z,2024-07-22T00:00:00Z,342,305,2,37,WH-01
PO11534,SUP-003,Supplier C,MN-5544,2025-01-11T00:00:00Z,2025-01-13T00:00:00Z,341,316,2,25,WH-01
PO11535,SUP-001,Supplier A,CL-7781,2025-08-27T00:00:00Z,2025-09-07T00:00:00Z,348,327,11,21,WH-01
PO11536,SUP-003,Supplier C,BR-2208,2025-11-15T00:00:00Z,2025-11-19T00:00:00Z,57,29,4,28,WH-03
PO11537,SUP-001,Supplier A,ZX-9910,2024-09-30T00:00:00Z,2024-10-08T00:00:00Z,258,239,8,19,WH-01
PO11538,SUP-002,Supplier B,MN-5544,2025-03-07T00:00:00Z,2025-03-11T00:00:00Z,193,187,4,6,WH-01
PO11539,SUP-003,Supplier C,ZX-9910,2024-06-12T00:00:00Z,2024-06-23T00:00:00Z,288,262,11,26,WH-01
PO11540,SUP-002,Supplier B,ZX-9910,2025-12-23T00:00:00Z,2025-12-28T00:00:00Z,264,241,5,23,WH-01
PO11541,SUP-002,Supplier B,MN-5544,2024-07-18T00:00:00Z,2024-07-27T00:00:00Z,228,209,9,19,WH-01
PO11542,SUP-001,Supplier A,MN-5544,2026-01-20T00:00:00Z,2026-01-25T00:00:00Z,283,267,5,16,WH-01
PO11543,SUP-003,Supplier C,AX-4312,2024-09-24T00:00:00Z,2024-10-01T00:00:00Z,362,355,7,7,WH-01
PO11544,SUP-003,Supplier C,MN-5544,2024-08-16T00:00:00Z,2024-08-21T00:00:00Z,271,252,5,19,WH-01
PO11545,SUP-002,Supplier B,MN-5544,2024-04-28T00:00:00Z,2024-05-05T00:00:00Z,358,347,7,11,WH-01
PO11546,SUP-003,Supplier C,AX-4312,2024-11-27T00:00:00Z,2024-11-28T00:00:00Z,322,293,1,29,WH-01
PO11547,SUP-001,Supplier A,ZX-9910,2024-12-27T00:00:00Z,2024-12-30T00:00:00Z,60,27,3,33,WH-01
PO11548,SUP-001,Supplier A,BR-2208,2024-10-05T00:00:00Z,2024-10-07T00:00:00Z,120,87,2,33,WH-03
PO11549,SUP-003,Supplier C,CL-7781,2026-01-07T00:00:00Z,2026-01-18T00:00:00Z,325,288,11,37,WH-01
PO11550,SUP-002,Supplier B,MN-5544,2025-08-28T00:00:00Z,2025-09-05T00:00:00Z,101,87,8,14,WH-01
PO11551,SUP-002,Supplier B,ZX-9910,2025-11-05T00:00:00Z,2025-11-10T00:00:00Z,133,131,5,2,WH-01
PO11552,SUP-003,Supplier C,BR-2208,2025-11-19T00:00:00Z,2025-11-24T00:00:00Z,175,136,5,39,WH-03
PO11553,SUP-001,Supplier A,CL-7781,2024-05-31T00:00:00Z,2024-06-08T00:00:00Z,345,323,8,22,WH-01
PO11554,SUP-003,Supplier C,ZX-9910,2026-01-07T00:00:00Z,2026-01-15T00:00:00Z,159,152,8,7,WH-01
PO11555,SUP-002,Supplier B,ZX-9910,2025-06-07T00:00:00Z,2025-06-15T00:00:00Z,109,100,8,9,WH-01
PO11556,SUP-003,Supplier C,BR-2208,2024-06-29T00:00:00Z,2024-07-06T00:00:00Z,77,42,7,35,WH-03
PO11557,SUP-001,Supplier A,CL-7781,2026-01-08T00:00:00Z,2026-01-12T00:00:00Z,150,125,4,25,WH-01
PO11558,SUP-002,Supplier B,ZX-9910,2025-01-20T00:00:00Z,2025-01-26T00:00:00Z,53,23,6,30,WH-01
PO11559,SUP-001,Supplier A,BR-2208,2024-08-24T00:00:00Z,2024-08-26T00:00:00Z,215,192,2,23,WH-03
PO11560,SUP-002,Supplier B,AX-4312,2025-10-06T00:00:00Z,2025-10-14T00:00:00Z,327,326,8,1,WH-01
PO11561,SUP-002,Supplier B,AX-4312,2025-10-12T00:00:00Z,2025-10-19T00:00:00Z,60,33,7,27,WH-01
PO11562,SUP-001,Supplier A,AX-4312,2026-02-19T00:00:00Z,2026-02-24T00:00:00Z,241,204,5,37,WH-01
PO11563,SUP-002,Supplier B,BR-2208,2025-06-19T00:00:00Z,2025-06-29T00:00:00Z,177,154,10,23,WH-03
PO11564,SUP-003,Supplier C,MN-5544,2025-10-17T00:00:00Z,2025-10-20T00:00:00Z,161,139,3,22,WH-01
PO11565,SUP-001,Supplier A,ZX-9910,2024-12-28T00:00:00Z,2024-12-29T00:00:00Z,114,84,1,30,WH-01
PO11566,SUP-001,Supplier A,AX-4312,2026-01-07T00:00:00Z,2026-01-17T00:00:00Z,362,329,10,33,WH-01
PO11567,SUP-003,Supplier C,ZX-9910,2024-10-18T00:00:00Z,2024-10-27T00:00:00Z,327,315,9,12,WH-01
PO11568,SUP-003,Supplier C,ZX-9910,2024-05-02T00:00:00Z,2024-05-11T00:00:00Z,225,208,9,17,WH-01
PO11569,SUP-001,Supplier A,MN-5544,2024-09-18T00:00:00Z,2024-09-21T00:00:00Z,155,141,3,14,WH-01
PO11570,SUP-002,Supplier B,AX-4312,2024-11-05T00:00:00Z,2024-11-12T00:00:00Z,216,204,7,12,WH-01
PO11571,SUP-001,Supplier A,AX-4312,2025-07-21T00:00:00Z,2025-07-22T00:00:00Z,81,73,1,8,WH-01
PO11572,SUP-001,Supplier A,BR-2208,2025-04-19T00:00:00Z,2025-04-27T00:00:00Z,197,172,8,25,WH-03
PO11573,SUP-003,Supplier C,MN-5544,2024-08-28T00:00:00Z,2024-09-08T00:00:00Z,131,119,11,12,WH-01
PO11574,SUP-001,Supplier A,ZX-9910,2025-10-22T00:00:00Z,2025-10-31T00:00:00Z,381,344,9,37,WH-01
PO11575,SUP-002,Supplier B,CL-7781,2024-11-26T00:00:00Z,2024-11-29T00:00:00Z,376,342,3,34,WH-01
PO11576,SUP-001,Supplier A,AX-4312,2025-02-21T00:00:00Z,2025-02-23T00:00:00Z,344,341,2,3,WH-01
PO11577,SUP-001,Supplier A,CL-7781,2024-09-15T00:00:00Z,2024-09-26T00:00:00Z,394,363,11,31,WH-01
PO11578,SUP-002,Supplier B,MN-5544,2024-11-12T00:00:00Z,2024-11-20T00:00:00Z,386,350,8,36,WH-01
PO11579,SUP-001,Supplier A,AX-4312,2025-07-28T00:00:00Z,2025-08-03T00:00:00Z,126,101,6,25,WH-01
PO11580,SUP-001,Supplier A,MN-5544,2024-12-17T00:00:00Z,2024-12-23T00:00:00Z,181,143,6,38,WH-01
PO11581,SUP-003,Supplier C,ZX-9910,2025-06-26T00:00:00Z,2025-07-04T00:00:00Z,330,318,8,12,WH-01
PO11582,SUP-001,Supplier A,AX-4312,2026-01-20T00:00:00Z,2026-01-31T00:00:00Z,240,203,11,37,WH-01
PO11583,SUP-002,Supplier B,MN-5544,2024-12-10T00:00:00Z,2024-12-18T00:00:00Z,269,240,8,29,WH-01
PO11584,SUP-003,Supplier C,CL-7781,2024-03-05T00:00:00Z,2024-03-08T00:00:00Z,180,147,3,33,WH-01
PO11585,SUP-001,Supplier A,BR-2208,2024-08-03T00:00:00Z,2024-08-09T00:00:00Z,145,108,6,37,WH-03
PO11586,SUP-002,Supplier B,CL-7781,2024-05-13T00:00:00Z,2024-05-21T00:00:00Z,296,289,8,7,WH-01
PO11587,SUP-002,Supplier B,MN-5544,2025-09-29T00:00:00Z,2025-10-08T00:00:00Z,55,42,9,13,WH-01
PO11588,SUP-003,Supplier C,MN-5544,2024-05-21T00:00:00Z,2024-05-24T00:00:00Z,305,294,3,11,WH-01
PO11589,SUP-002,Supplier B,MN-5544,2025-09-14T00:00:00Z,2025-09-15T00:00:00Z,364,334,1,30,WH-01
PO11590,SUP-003,Supplier C,CL-7781,2025-06-18T00:00:00Z,2025-06-23T00:00:00Z,239,215,5,24,WH-01
PO11591,SUP-003,Supplier C,AX-4312,2024-07-22T00:00:00Z,2024-07-31T00:00:00Z,336,316,9,20,WH-01
PO11592,SUP-002,Supplier B,BR-2208,2025-11-22T00:00:00Z,2025-12-02T00:00:00Z,133,95,10,38,WH-03
PO11593,SUP-001,Supplier A,MN-5544,2024-10-05T00:00:00Z,2024-10-11T00:00:00Z,62,43,6,19,WH-01
PO11594,SUP-002,Supplier B,MN-5544,2024-09-26T00:00:00Z,2024-09-30T00:00:00Z,254,238,4,16,WH-01
PO11595,SUP-003,Supplier C,BR-2208,2024-04-19T00:00:00Z,2024-04-25T00:00:00Z,322,299,6,23,WH-03
PO11596,SUP-002,Supplier B,BR-2208,2025-06-11T00:00:00Z,2025-06-21T00:00:00Z,377,351,10,26,WH-03
PO11597,SUP-002,Supplier B,CL-7781,2024-04-18T00:00:00Z,2024-04-25T00:00:00Z,223,216,7,7,WH-01
PO11598,SUP-002,Supplier B,BR-2208,2024-07-19T00:00:00Z,2024-07-27T00:00:00Z,364,339,8,25,WH-03
PO11599,SUP-003,Supplier C,CL-7781,2026-02-12T00:00:00Z,2026-02-23T00:00:00Z,318,280,11,38,WH-01
PO11600,SUP-001,Supplier A,ZX-9910,2025-08-01T00:00:00Z,2025-08-06T00:00:00Z,205,181,5,24,WH-01
PO11601,SUP-003,Supplier C,BR-2208,2024-11-18T00:00:00Z,2024-11-25T00:00:00Z,51,34,7,17,WH-03
PO11602,SUP-001,Supplier A,BR-2208,2025-11-20T00:00:00Z,2025-11-21T00:00:00Z,335,297,1,38,WH-03
PO11603,SUP-003,Supplier C,MN-5544,2024-10-06T00:00:00Z,2024-10-08T00:00:00Z,270,241,2,29,WH-01
PO11604,SUP-003,Supplier C,MN-5544,2026-01-20T00:00:00Z,2026-01-22T00:00:00Z,318,298,2,20,WH-01
PO11605,SUP-002,Supplier B,AX-4312,2025-11-30T00:00:00Z,2025-12-05T00:00:00Z,161,145,5,16,WH-01
PO11606,SUP-003,Supplier C,ZX-9910,2024-08-16T00:00:00Z,2024-08-24T00:00:00Z,165,151,8,14,WH-01
PO11607,SUP-003,Supplier C,ZX-9910,2025-10-06T00:00:00Z,2025-10-15T00:00:00Z,229,220,9,9,WH-01
PO11608,SUP-001,Supplier A,ZX-9910,2025-09-15T00:00:00Z,2025-09-20T00:00:00Z,229,200,5,29,WH-01
PO11609,SUP-003,Supplier C,MN-5544,2025-01-25T00:00:00Z,2025-01-26T00:00:00Z,362,354,1,8,WH-01
PO11610,SUP-001,Supplier A,MN-5544,2025-11-17T00:00:00Z,2025-11-23T00:00:00Z,50,16,6,34,WH-01
PO11611,SUP-001,Supplier A,AX-4312,2025-12-10T00:00:00Z,2025-12-21T00:00:00Z,147,132,11,15,WH-01
PO11612,SUP-001,Supplier A,CL-7781,2024-03-09T00:00:00Z,2024-03-18T00:00:00Z,337,323,9,14,WH-01
PO11613,SUP-003,Supplier C,CL-7781,2024-03-25T00:00:00Z,2024-03-26T00:00:00Z,286,273,1,13,WH-01
PO11614,SUP-002,Supplier B,ZX-9910,2025-12-11T00:00:00Z,2025-12-20T00:00:00Z,121,95,9,26,WH-01
PO11615,SUP-003,Supplier C,CL-7781,2024-11-30T00:00:00Z,2024-12-01T00:00:00Z,156,117,1,39,WH-01
PO11616,SUP-003,Supplier C,MN-5544,2025-10-04T00:00:00Z,2025-10-14T00:00:00Z,239,229,10,10,WH-01
PO11617,SUP-003,Supplier C,ZX-9910,2024-12-23T00:00:00Z,2024-12-30T00:00:00Z,220,190,7,30,WH-01
PO11618,SUP-003,Supplier C,BR-2208,2025-07-06T00:00:00Z,2025-07-07T00:00:00Z,270,250,1,20,WH-03
PO11619,SUP-003,Supplier C,CL-7781,2025-05-23T00:00:00Z,2025-05-28T00:00:00Z,105,100,5,5,WH-01
PO11620,SUP-001,Supplier A,ZX-9910,2025-09-30T00:00:00Z,2025-10-06T00:00:00Z,151,115,6,36,WH-01
PO11621,SUP-003,Supplier C,MN-5544,2024-03-21T00:00:00Z,2024-03-24T00:00:00Z,359,352,3,7,WH-01
PO11622,SUP-002,Supplier B,ZX-9910,2024-11-29T00:00:00Z,2024-12-08T00:00:00Z,276,266,9,10,WH-01
PO11623,SUP-002,Supplier B,AX-4312,2025-08-10T00:00:00Z,2025-08-18T00:00:00Z,354,334,8,20,WH-01
PO11624,SUP-002,Supplier B,CL-7781,2024-11-07T00:00:00Z,2024-11-10T00:00:00Z,112,73,3,39,WH-01
PO11625,SUP-002,Supplier B,AX-4312,2025-09-27T00:00:00Z,2025-09-30T00:00:00Z,205,189,3,16,WH-01
PO11626,SUP-001,Supplier A,MN-5544,2025-10-16T00:00:00Z,2025-10-22T00:00:00Z,196,159,6,37,WH-01
PO11627,SUP-001,Supplier A,BR-2208,2024-07-22T00:00:00Z,2024-07-24T00:00:00Z,87,51,2,36,WH-03
PO11628,SUP-001,Supplier A,CL-7781,2024-05-03T00:00:00Z,2024-05-06T00:00:00Z,293,290,3,3,WH-01
PO11629,SUP-002,Supplier B,ZX-9910,2024-09-11T00:00:00Z,2024-09-17T00:00:00Z,267,232,6,35,WH-01
PO11630,SUP-002,Supplier B,CL-7781,2025-05-16T00:00:00Z,2025-05-26T00:00:00Z,318,287,10,31,WH-01
PO11631,SUP-002,Supplier B,MN-5544,2025-09-07T00:00:00Z,2025-09-08T00:00:00Z,154,119,1,35,WH-01
